Name,Group,Institution,Field,Awards,CNS_total,CNS_avg_per_yr,CNS_years_covered,CNS_gap_years,NeuronNatNeuro_total,eLife_total,nonCNS_total,Lab_start_year,First_senior_paper,Career_stage,Count_source,Authorship_measure,Career_reference_year,Lab_age_source,Count_fetched_at,Count_method_version,Researcher_ID,Publication_model,Identity_status,Current_institution,Institution_status,HHMI_status,HHMI_source_status,Topics,Methods,Model_organisms,Model_organism_status,Paper_species_mentions,Contribution_titles,Contribution_keywords,Contribution_status,Contribution_review_status,Contribution_review_reason,Active_years_in_window,CNS_per_active_year,Unresolved_papers,Source_URLs,Review_notes,Faculty_appointment_year,Faculty_appointment_status,CNS_2016,CNS_2017,CNS_2018,CNS_2019,CNS_2020,CNS_2021,CNS_2022,CNS_2023,CNS_2024,CNS_2025
Ghazaleh Ashrafi,early-career awardee,Washington University in St. Louis,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,4,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:54:09+00:00,3,pi_b91cf2af0a1c569bb61e71ef194b708e,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Learning and memory,Computational modeling,,unknown,Mouse; Rat,Local PINK1-Parkin mitophagy in distal axons; GLUT4 mobilization for active presynaptic energy demand; MICU3 tuning of axonal mitochondrial calcium and neurotransmission,activity-driven glycolysis; AMPK; ATP synthesis; axonal mitochondria; calcium uptake; GLUT4; hippocampal neurons; MICU3; mitophagy; neurotransmission; Parkin; PINK1; presynaptic terminals; synaptic vesicle recycling,source-backed examples,complete,"Selected three full-name primary papers focused on neuronal mitochondria, synaptic energy and synapse knowledge resources.",,,0,https://pubmed.ncbi.nlm.nih.gov/25154397/; https://pubmed.ncbi.nlm.nih.gov/28111082/; https://pubmed.ncbi.nlm.nih.gov/31862210/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,0,0,0,0,0,0,0,0
Laura Duvall,early-career awardee,Brandeis University,neuroscience (awardee),"Klingenstein-Simons, Pew Biomedical",0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:54:10+00:00,3,pi_577720dffbb15692985948f01145f0b9,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,NPYLR7 agonists that suppress Aedes aegypti host seeking; Aedes peptide-receptor system enforcing post-mating refractoriness; AC3-specific PDF signaling in Drosophila circadian pacemakers,adenylate cyclase AC3; Aedes aegypti; cAMP imaging; Drosophila circadian neurons; female remating; host seeking; HP-I peptide; M pacemakers; mosquito biting; NPYLR1 receptor; NPYLR7; paternity enforcement; PDF neuropeptide; small-molecule agonists,source-backed examples,complete,Selected three full-name primary papers on mosquito neuropeptide signaling and Drosophila circadian peptide signaling.,,,0,https://pubmed.ncbi.nlm.nih.gov/22679392/; https://pubmed.ncbi.nlm.nih.gov/29174895/; https://pubmed.ncbi.nlm.nih.gov/30735632/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,0,0,0,0,0,0,0,0
Michael Economo,early-career awardee,Boston University,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,2,0,3,,2023,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:54:11+00:00,3,pi_5aedba217e8a5f00a18c06438dfdcfc3,unified-papers,unreviewed,,unreviewed roster label,,unknown,Computation and cognition; Motor systems; Neural circuits and behavior,Electrophysiology; Imaging and microscopy; Optogenetics,,unknown,Mouse,Platform for brain-wide imaging and reconstruction of single neurons; Distinct descending motor-cortex pathways for movement preparation and commands; Thousand-neuron projection morphology resource,axon reconstruction; axonal reconstruction; brain-wide imaging; cell types; morphology database; motor cortex; motor cortex neurons; mouse connectivity; movement preparation; projection neurons; pyramidal tract neurons; single-cell transcriptomics; tissue vibratome; two-photon microscope; whole-brain axons,source-backed examples,complete,Selected three full-name Janelia-era primary papers on brain-wide neuron reconstruction and motor planning circuits.,,,0,https://pubmed.ncbi.nlm.nih.gov/26796534/; https://pubmed.ncbi.nlm.nih.gov/30382200/; https://pubmed.ncbi.nlm.nih.gov/31495573/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,0,0,0,0,0,0,0,0
James Jeanne,early-career awardee,Yale University,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,3,,2020,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:54:12+00:00,3,pi_3fb0be8bf9355bbda250c8bdff4112e7,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Computation and cognition; Learning and memory; Neural circuits and behavior; Sensory systems,Connectomics; Imaging and microscopy; Optogenetics,,unknown,Drosophila,Learning-induced inversion of auditory cortical correlation patterns; Convergence and reconvergence improve olfactory speed and accuracy; Glomerular convergence map onto lateral horn neurons,associative learning; coincidence detection; convergence; Drosophila lateral horn; Drosophila olfaction; feedforward network; higher-order neurons; interneuronal correlations; natural acoustic signals; odor convergence; olfactory glomeruli; population coding; reconvergence; songbird auditory cortex; two-photon optogenetics,source-backed examples,complete,Selected three full-name primary papers on auditory learning and Drosophila olfactory circuit computations.,,,0,https://pubmed.ncbi.nlm.nih.gov/23622067/; https://pubmed.ncbi.nlm.nih.gov/26586183/; https://pubmed.ncbi.nlm.nih.gov/29909998/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,0,0,0,0,0,0,0,0
Liang Liang,early-career awardee,Harvard University,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,2013,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:54:14+00:00,3,pi_44a9d782e6a251788b79b29fa613bfc8,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,Q system for repressible binary genetic expression; Fine-scale functional convergence from retina to thalamus; Arousal-selective gating of retinal inputs to thalamus,arousal; bouton calcium imaging; Drosophila; feature convergence; lineage tracing; mammalian cells; mosaic analysis; mouse vision; pupil size; Q system; retinal axons; retinal ganglion cells; transgene expression; two-photon calcium imaging; visual thalamus,source-backed examples,complete,Selected the field-consistent full-name Q-system paper from the batch plus additional full-name Harvard visual-thalamus papers verified against Liang lab/publication context.,,,0,https://pubmed.ncbi.nlm.nih.gov/20434990/; https://pubmed.ncbi.nlm.nih.gov/29856953/; https://pubmed.ncbi.nlm.nih.gov/32795442/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,0,0,0,0,0,0,0,0
Derek Southwell,early-career awardee,"University of California, San Francisco",neuroscience (awardee),"Klingenstein-Simons, NIH DP2",0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:54:15+00:00,3,pi_dd7798e345815bcba4e75152cd49658e,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,Inhibitory neuron transplantation reopening cortical plasticity; Intrinsic cell death setting cortical interneuron numbers; Extended maturation of hPSC-derived forebrain interneurons,Bax apoptosis; cell-autonomous survival; cortical interneurons; critical period; forebrain development; GABAergic interneurons; human pluripotent stem cells; inhibitory neuron transplantation; MGE precursors; MGE-like progenitors; mouse cortex; ocular dominance plasticity; postnatal development; prolonged maturation; visual cortex,source-backed examples,complete,"Selected three full-name primary papers on cortical interneuron transplantation, development and human-stem-cell-derived interneuron maturation.",,,0,https://pubmed.ncbi.nlm.nih.gov/20185728/; https://pubmed.ncbi.nlm.nih.gov/23041929/; https://pubmed.ncbi.nlm.nih.gov/23642366/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,0,0,0,0,0,0,0,0
Summer Thyme,early-career awardee,Icahn School of Medicine at Mount Sinai,neuroscience (awardee),"Klingenstein-Simons, Pew Biomedical",0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,2021,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:54:15+00:00,3,pi_aee82ad75aca526bb78f0bb3bcc0a7df,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,Large-scale zebrafish Cas9 mutagenesis and sgRNA activity rules; CHOPCHOP v2 CRISPR target design tool; Zebrafish phenotypic atlas of schizophrenia-associated genes,behavioral phenotypes; Cas9 nickases; Cas9 protein; CHOPCHOP v2; Cpf1; CRISPR target design; oligonucleotide insertion; schizophrenia genes; sgRNA activity; sgRNA specificity; single-cell RNA-seq; target rules; whole-brain activity maps; zebrafish CRISPR; zebrafish mutants,source-backed examples,complete,"Selected three full-name primary/method papers on zebrafish CRISPR rules, CHOPCHOP and schizophrenia-gene phenotyping.",,,0,https://pubmed.ncbi.nlm.nih.gov/24873830/; https://pubmed.ncbi.nlm.nih.gov/27185894/; https://pubmed.ncbi.nlm.nih.gov/30929901/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,0,0,0,0,0,0,0,0
Nicholas Steinmetz,early-career awardee,University of Washington,neuroscience (awardee),"Klingenstein-Simons, Pew Biomedical",0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,0,2,,2019,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:54:16+00:00,3,pi_9572def154e15711bec71995f7ebb4c4,unified-papers,unreviewed,,unreviewed roster label,,unknown,Sensory systems,Electrophysiology,,unknown,Mouse,"Neuropixels high-density neural recording probes; Distributed coding of choice, action and engagement across mouse brain; Neuropixels 2.0 chronic high-density recording",brain movement correction; brain-wide activity; choice coding; chronic recording; CMOS; engagement; free behavior; high-density recording; neural population activity; Neuropixels; Neuropixels 2.0; Neuropixels recordings; silicon probes; thousands of sites; visual discrimination,source-backed examples,complete,Selected three full-name primary papers on Neuropixels technology and brain-wide population coding.,,,0,https://pubmed.ncbi.nlm.nih.gov/29120427/; https://pubmed.ncbi.nlm.nih.gov/31776518/; https://pubmed.ncbi.nlm.nih.gov/33859006/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Excluded 1 different-given-name candidates; review aliases if any exclusion is unexpected.",,unknown,0,0,0,0,0,0,0,0,0,0
Amanda Whipple,early-career awardee,Harvard University,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1,,2023,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:54:18+00:00,3,pi_d6810e4bb1ea565c98c6c772fc3edb3b,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Development,,,unknown,Mouse,Imprinted maternal microRNAs opposing paternal neuronal gene programs; Allelic chromatin architecture preceding Kcnk9 imprinting; Chimeric eCLIP mapping of snoRNA-target interactions,allelic chromatin; chimeric eCLIP; CTCF; genomic imprinting; induced neurons; Kcnk9 imprinting; miR-379/410 cluster; neurogenesis; orphan snoRNAs; parent-of-origin; RISC targets; RNA-binding proteins; rRNA interactions; snoRNA targets; synaptic transmission,source-backed examples,complete,"Selected three full-name primary papers on imprinted neuronal microRNAs, allelic chromatin and RNA-interaction mapping; obvious historical/public-health namesakes were excluded.",,,0,https://pubmed.ncbi.nlm.nih.gov/32032531/; https://pubmed.ncbi.nlm.nih.gov/37821107/; https://pubmed.ncbi.nlm.nih.gov/40001124/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,0,0,0,0,0,0,0,0
Moriel Zelikowsky,early-career awardee,University of Utah,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,0,5,,2020,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:54:19+00:00,3,pi_b68a917a0ff75addb62050764da7b927,unified-papers,unreviewed,,unreviewed roster label,,unknown,Computation and cognition; Learning and memory; Neural circuits and behavior,,,unknown,Drosophila; Mouse,Ventromedial hypothalamic neurons controlling defensive emotion state; Tac2 coordination of chronic social isolation stress brain state; Automated depth-sensing and machine-learning measurement of mouse social behavior,aggression; behavior classification; chronic social isolation; defensive behavior; depth sensing; distributed brain state; emotion state; fear learning; machine learning; mouse social behavior; neurokinin B; optogenetics; Tac2; ventromedial hypothalamus; video tracking,source-backed examples,complete,"Selected three full-name primary papers on defensive emotion states, isolation-stress neuropeptide signaling and automated social-behavior measurement.",,,0,https://pubmed.ncbi.nlm.nih.gov/25748136/; https://pubmed.ncbi.nlm.nih.gov/26354123/; https://pubmed.ncbi.nlm.nih.gov/29775595/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,0,0,0,0,0,0,0,0
Frederick Bennett,early-career awardee,University of Pennsylvania,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,2,,2020,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:54:23+00:00,3,pi_346d15a51f5152a0bc7aab4b223aa1ce,unified-papers,unreviewed,,unreviewed roster label,,unknown,Glia and neuroimmunology; Learning and memory,,,unknown,Mouse,TMEM119 antibodies and RNA-seq resources for mouse and human microglia; Microglia-induced neurotoxic reactive astrocytes; Ontogeny and CNS environment as joint determinants of microglial identity,A1 reactive astrocytes; activated microglia; brain macrophage transplantation; CNS environment; developmental microglia RNA-seq; FACS microglia isolation; IL-1alpha TNF C1q; microglial identity; monoclonal antibodies; neurodegenerative disease tissue; TMEM119 microglia marker; yolk-sac origin,source-backed examples,complete,Additional official identity sources verify Frederick Christian Bennett publishes as F. Chris Bennett; selected microglia/reactive-astrocyte papers with explicit team credit.,,,7,https://pubmed.ncbi.nlm.nih.gov/26884166/; https://pubmed.ncbi.nlm.nih.gov/28099414/; https://pubmed.ncbi.nlm.nih.gov/29861285/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | 7 candidate papers remain unresolved and are not included in totals.",,unknown,0,0,0,0,0,0,0,0,0,0
Laura DeNardo,early-career awardee,"University of California, Los Angeles",neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,2,8,,2021,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:54:25+00:00,3,pi_ec902344e39f583a87aa8bc823439782,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Computation and cognition; Learning and memory; Neural circuits and behavior,Computational modeling; Imaging and microscopy; Optogenetics,,unknown,Mouse; Rat,Dynamic prelimbic cortical ensembles supporting remote fear-memory retrieval; Teneurin-3 control of topographic hippocampal circuit assembly; Layer-specific local and long-range inputs to mouse sensory and prefrontal cortex,barrel cortex; CA1-subiculum targeting; functional cortical recruitment; hippocampal topography; homophilic adhesion; layer-specific inputs; medial prefrontal cortex; prelimbic cortex; rabies trans-synaptic tracing; remote memory retrieval; teneurin-3; TRAP2 activity labeling,source-backed examples,complete,"Selected full-name first/coauthor papers on cortical memory ensembles, hippocampal wiring and cortical connectivity.",,,1,https://pubmed.ncbi.nlm.nih.gov/26457553/; https://pubmed.ncbi.nlm.nih.gov/29414938/; https://pubmed.ncbi.nlm.nih.gov/30692687/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | 1 candidate papers remain unresolved and are not included in totals.",,unknown,0,0,0,0,0,0,0,0,0,0
Yi-Rong Peng,early-career awardee,"University of California, Los Angeles",neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,3,,2023,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:54:28+00:00,3,pi_591439f6def1519abb6ab1eb224d4a70,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Glia and neuroimmunology; Sensory systems,Sequencing and transcriptomics,,unknown,Mouse; Nonhuman primates; Zebrafish,Single-cell taxonomy of primate foveal and peripheral retina; Satb1-contactin 5 patterning of a retinal ganglion cell dendritic arbor; Lamprey retinal cell atlas illuminating vertebrate retinal evolution,comparative retina taxonomies; Contactin 5; dendrite patterning; macaque fovea; retinal disease genes; retinal evolution; retinal ganglion cells; Satb1; sea lamprey retina; single-cell RNA-seq; vertebrate cell-type conservation,source-backed examples,complete,"Added PubMed-verified Yi-Rong Peng retina papers beyond the batch and selected full-name work on retinal cell types, dendrites and evolution.",,,1,https://pubmed.ncbi.nlm.nih.gov/28781169/; https://pubmed.ncbi.nlm.nih.gov/30712875/; https://pubmed.ncbi.nlm.nih.gov/39737973/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | 1 candidate papers remain unresolved and are not included in totals.",,unknown,0,0,0,0,0,0,0,0,0,0
Hongying Shen,early-career awardee,Yale University,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,4,,2007,established,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:54:30+00:00,3,pi_1ada577ee9d75a2986f77fdb4adc846e,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,C. elegans; Drosophila,"CLYBL as a mitochondrial link between itaconate metabolism and vitamin B12; VPS13D-Miro bridging of ER, mitochondria and peroxisomes; Uridine and RNA ribose salvage supporting glycolysis under glucose limitation",citramalyl-CoA lyase; CLYBL; ER-mitochondria contacts; glucose limitation; itaconate metabolism; Miro; nutrient-sensitized screens; peroxisome lipid transfer; ribose salvage; uridine catabolism; vitamin B12; VPS13D,source-backed examples,complete,The batch initials-only papers were not used; additional PubMed full-name papers and Yale profile evidence established the Hongying Shen identity.,,,0,https://pubmed.ncbi.nlm.nih.gov/29056341/; https://pubmed.ncbi.nlm.nih.gov/33891013/; https://pubmed.ncbi.nlm.nih.gov/37198474/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Excluded 1 different-given-name candidates; review aliases if any exclusion is unexpected.",,unknown,0,0,0,0,0,0,0,0,0,0
Ross Williamson,early-career awardee,University of Pittsburgh,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1,,2019,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:54:35+00:00,3,pi_2bdf8f6a775856e4affe1d91fae2a7b9,unified-papers,unreviewed,,unreviewed roster label,,unknown,Computation and cognition; Learning and memory; Neural circuits and behavior; Sensory systems,Optogenetics,,unknown,Mouse,Frameworks for estimating neuronal stimulus-response functions; Motor-preparatory recruitment of auditory corticothalamic neurons; Cell-type-specific deep-layer auditory cortical plasticity after noise trauma,active listening; auditory cortex; auditory cortex plasticity; layer 5 extratelencephalic neurons; layer 6 corticothalamic neurons; model estimation; motor preparatory input; neural coding; noise-induced hearing loss; stimulus-response functions; systems neuroscience,source-backed examples,complete,The batch contained initials-only namesakes; additional PubMed full-name Ross S Williamson papers and Pittsburgh profile evidence support the selected auditory neuroscience contributions.,,,0,https://pubmed.ncbi.nlm.nih.gov/28127278/; https://pubmed.ncbi.nlm.nih.gov/33157020/; https://pubmed.ncbi.nlm.nih.gov/40971419/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,0,0,0,0,0,0,0,0
Marie Bechler,early-career awardee,SUNY Upstate Medical University,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,2025,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:54:36+00:00,3,pi_90a84cbc35f4556cbeb847914ba81df8,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,Oligodendrocyte-intrinsic control of CNS myelin sheath length; Activin receptor signaling in oligodendrocyte differentiation and myelin repair; Tunable-stiffness fiber platform for oligodendrocyte mechanotransduction,activin receptors; Acvr2a; biomimicking fiber platform; CNS myelin sheath length; cortical versus spinal oligodendrocytes; microfiber assay; myelin injury; oligodendrocyte differentiation; oligodendrocyte myelination; oligodendrocyte regional identity; substrate stiffness; YAP-dependent regulation,source-backed examples,complete,Selected full-name myelin/oligodendrocyte papers with distinct biological and platform contributions.,,,0,https://pubmed.ncbi.nlm.nih.gov/26320951/; https://pubmed.ncbi.nlm.nih.gov/29397421/; https://pubmed.ncbi.nlm.nih.gov/32790058/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,0,0,0,0,0,0,0,0
Robert Hill,early-career awardee,Dartmouth College,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,0,8,,2015,early (<=10y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:54:39+00:00,3,pi_d3bdf686019c5a2a88d0e1de3d972e0a,unified-papers,unreviewed,,unreviewed roster label,,unknown,Glia and neuroimmunology; Learning and memory,Imaging and microscopy,,unknown,Mouse,"Arteriolar smooth muscle, not capillary pericytes, controls regional brain blood flow; Age-dependent fate restriction of single NG2 glial cells",arteriolar smooth muscle cells; brain ischemia; capillary pericytes; neurovascular coupling; NG2 cells; oligodendrocyte lineage; postnatal fate restriction; single-cell lineage analysis,source-backed examples,complete,Selected only Robert A Hill neuroscience papers; other full-name Robert Hill candidates have conflicting middle names/fields and were excluded as namesakes.,,,0,https://pubmed.ncbi.nlm.nih.gov/21266410/; https://pubmed.ncbi.nlm.nih.gov/26119027/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,0,0,0,0,0,0,0,0
Justus Kebschull,early-career awardee,Johns Hopkins University,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,2022,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:54:41+00:00,3,pi_a7e2f275660754cf991602613fd6b982,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,MAPseq high-throughput single-neuron projection mapping; BARseq in situ sequencing for spatially resolved projection mapping; Cerebellar nuclei evolution by duplication of conserved cell-type sets,auditory cortex projections; barcoded anatomy; barcoded RNA; BARseq; cell-type set duplication; cerebellar nuclei; in situ sequencing; locus coeruleus targets; MAPseq; single-neuron projections; single-nucleus RNA-seq; STARmap,source-backed examples,complete,Selected full-name projection-mapping tools and a distinct comparative cerebellar cell-type/evolution finding.,,,0,https://pubmed.ncbi.nlm.nih.gov/27545715/; https://pubmed.ncbi.nlm.nih.gov/31626774/; https://pubmed.ncbi.nlm.nih.gov/33335034/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,0,0,0,0,0,0,0,0
Aakanksha Singhvi,early-career awardee,Fred Hutchinson Cancer Center,neuroscience (awardee),Klingenstein-Simons,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,1,9,,2021,rising (<=6y),unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,first-paper proxy,2026-09-05T03:54:42+00:00,3,pi_241fa8f5a9c05bac831ad7ef5746bda0,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Glia and neuroimmunology; Neural circuits and behavior; Sensory systems,Sequencing and transcriptomics,,unknown,C. elegans; Drosophila,Glial K/Cl transporter control of sensory-neuron receptive ending shape; PROS-1 regulation of glial secretome controlling sensory-neuron form and function; Activity-linked glial phagocytosis sculpting sensory endings and behavior,AFD receptive ending; AFD thermosensory neuron; AMsh glia; C. elegans glia; chloride inhibition of GCY-8; glia-directed pruning; glial secretome; KCC-3 transporter; phagocytosis machinery; PROS-1 Prospero; sensory-neuron receptive endings; thermosensory behavior,source-backed examples,complete,"Selected full-name papers centered on glia-sensory neuron interactions in C. elegans, preserving coauthor context.",,,0,https://pubmed.ncbi.nlm.nih.gov/27062922/; https://pubmed.ncbi.nlm.nih.gov/27068465/; https://pubmed.ncbi.nlm.nih.gov/33759761/,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model.",,unknown,0,0,0,0,0,0,0,0,0,0
