Researcher_ID,Name,Contribution,Category,Year,Keywords,Summary,Attribution,Status,Scope,Source,Source_title,Accessed,Supports,PMID,DOI,Note
pi_5c40dbc8d1c1506eba150f15b8a2628b,Josefina del Marmol,Structural logic of insect odorant-receptor ion channels,discovery,2021,insect olfactory receptors; Orco; odorant recognition; cryo-EM; mosquito odor sensing,"Cryo-EM studies of insect odorant receptors defined Orco architecture, ligand recognition by a broadly tuned receptor, and heteromeric mosquito receptor stoichiometry, providing a structural framework for odor-channel activation.",Collaborative contribution; PMID 30111839 lists Josefina Del Mármol as a coauthor on a team led by Joel A Butterwick and colleagues; PMID 34349260 lists Josefina Del Mármol as a coauthor on a team led by Josefina Del Mármol and colleagues; PMID 38870275 lists Josefina Del Mármol as a coauthor on a team led by Jiawei Zhao and colleagues.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/34349260/,The structural basis of odorant recognition in insect olfactory receptors.,2026-09-05,The paper supports odorant and DEET recognition mechanisms in MhOR5; authorship evidence lists Josefina Del Mármol.,34349260,10.1038/s41586-021-03794-8,Grouped as one receptor-structure contribution family because the sources address related insect odorant-channel mechanisms.
pi_5c40dbc8d1c1506eba150f15b8a2628b,Josefina del Marmol,Structural logic of insect odorant-receptor ion channels,discovery,2021,insect olfactory receptors; Orco; odorant recognition; cryo-EM; mosquito odor sensing,"Cryo-EM studies of insect odorant receptors defined Orco architecture, ligand recognition by a broadly tuned receptor, and heteromeric mosquito receptor stoichiometry, providing a structural framework for odor-channel activation.",Collaborative contribution; PMID 30111839 lists Josefina Del Mármol as a coauthor on a team led by Joel A Butterwick and colleagues; PMID 34349260 lists Josefina Del Mármol as a coauthor on a team led by Josefina Del Mármol and colleagues; PMID 38870275 lists Josefina Del Mármol as a coauthor on a team led by Jiawei Zhao and colleagues.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/38870275/,Structural basis of odor sensing by insect heteromeric odorant receptors.,2026-09-05,The paper supports heteromeric mosquito odorant receptor stoichiometry and odor-gated activation; authorship evidence lists Josefina Del Mármol.,38870275,10.1126/science.adn6384,Grouped as one receptor-structure contribution family because the sources address related insect odorant-channel mechanisms.
pi_9d70490accde545c86f558cd9897638b,Chantell Evans,Rate-limiting degradation in Optineurin-mediated neuronal mitophagy,discovery,2020,neuronal mitophagy; Optineurin; damaged mitochondria; lysosomal acidification; hippocampal neurons,"In primary rat hippocampal neurons, a mild oxidative-stress paradigm showed sequential recruitment of mitophagy proteins but slow lysosomal fusion or acidification of engulfed mitochondria, highlighting a neuronal bottleneck in mitochondrial turnover.",Coauthored with Chantell S Evans and colleagues; the primary paper lists Chantell S Evans as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/31934852/,Degradation of engulfed mitochondria is rate-limiting in Optineurin-mediated mitophagy in neurons.,2026-09-05,The paper supports delayed degradation as rate-limiting in Optineurin-mediated mitophagy in neurons and lists Chantell S Evans as a full-name coauthor.,31934852,10.7554/elife.50260,
pi_9d70490accde545c86f558cd9897638b,Chantell Evans,ALS- and FTD-linked TBK1 mutations disrupt mitophagy differently,discovery,2021,TBK1; ALS; frontotemporal dementia; Parkin-dependent mitophagy; OPTN phosphorylation,"Imaging-based analyses showed that disease-associated TBK1 missense variants have unequal effects on Parkin-dependent mitophagy, with severe disruption linked to impaired TBK1 recruitment, kinase activity, and OPTN phosphorylation.",Coauthored with Olivia Harding and colleagues; the primary paper lists Chantell S Evans as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/34099552/,ALS- and FTD-associated missense mutations in TBK1 differentially disrupt mitophagy.,2026-09-05,The paper supports differential effects of ALS/FTD-associated TBK1 mutations on mitophagy and lists Chantell S Evans as a full-name coauthor.,34099552,10.1073/pnas.2025053118,
pi_9d70490accde545c86f558cd9897638b,Chantell Evans,LRRK2-RAB imbalance disrupts axonal autophagosome transport,discovery,2023,LRRK2; PPM1H; ARF6; axonal transport; autophagosomes,"In human iPSC-derived neurons, hyperactive LRRK2 or loss of PPM1H disrupted processive axonal autophagosome transport through dynein-kinesin imbalance, while ARF6 overexpression attenuated the transport defects.",Coauthored with Dan Dou and colleagues; the primary paper lists Chantell S Evans as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/37133994/,"Regulatory imbalance between LRRK2 kinase, PPM1H phosphatase, and ARF6 GTPase disrupts the axonal transport of autophagosomes.",2026-09-05,The paper supports LRRK2/PPM1H/ARF6 regulation of axonal autophagosome transport and lists Chantell S Evans as a full-name coauthor.,37133994,10.1016/j.celrep.2023.112448,
pi_d31c43b8a997525ebd8fc6188fee68cb,Yvette Fisher,Drosophila circuits for motion feature extraction,discovery,2015,Drosophila vision; motion detection; T4 T5 neurons; orientation selectivity; input channels,"Work in Drosophila identified modular input channels for motion behaviors and showed that T4/T5 neurons combine direction and orientation selectivity, sharpening motion coding through circuit mechanisms paralleling vertebrate cortex.",Collaborative contribution; PMID 23849199 lists Yvette E Fisher as a coauthor on a team led by Marion Silies and colleagues; PMID 26456048 lists Yvette E Fisher as a coauthor on a team led by Yvette E Fisher and colleagues.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/23849199/,Modular use of peripheral input channels tunes motion-detecting circuitry.,2026-09-05,The paper supports an L3 input channel and modular visual-motion behavior control; authorship evidence lists Yvette E Fisher.,23849199,10.1016/j.neuron.2013.04.029,Two related motion-processing papers are grouped as one visual-circuit contribution family.
pi_d31c43b8a997525ebd8fc6188fee68cb,Yvette Fisher,Drosophila circuits for motion feature extraction,discovery,2015,Drosophila vision; motion detection; T4 T5 neurons; orientation selectivity; input channels,"Work in Drosophila identified modular input channels for motion behaviors and showed that T4/T5 neurons combine direction and orientation selectivity, sharpening motion coding through circuit mechanisms paralleling vertebrate cortex.",Collaborative contribution; PMID 23849199 lists Yvette E Fisher as a coauthor on a team led by Marion Silies and colleagues; PMID 26456048 lists Yvette E Fisher as a coauthor on a team led by Yvette E Fisher and colleagues.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/26456048/,Orientation Selectivity Sharpens Motion Detection in Drosophila.,2026-09-05,The paper supports T4/T5 orientation selectivity and directional tuning mechanisms; authorship evidence lists Yvette E Fisher.,26456048,10.1016/j.neuron.2015.09.033,Two related motion-processing papers are grouped as one visual-circuit contribution family.
pi_d31c43b8a997525ebd8fc6188fee68cb,Yvette Fisher,Experience-dependent remapping of visual input to a heading compass,discovery,2019,Drosophila compass; heading direction; ring neurons; visual inhibition; associative plasticity,"In vivo recordings and calcium imaging showed that visual inhibition onto Drosophila compass neurons is position-specific and can reorganize within minutes in altered virtual reality, persistently shifting the compass coordinate frame.",Coauthored with Yvette E Fisher and colleagues; the primary paper lists Yvette E Fisher as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/31748749/,Sensorimotor experience remaps visual input to a heading-direction network.,2026-09-05,The paper supports sensorimotor-experience remapping of visual input to a Drosophila heading-direction network; authorship evidence lists Yvette E Fisher.,31748749,10.1038/s41586-019-1772-4,
pi_d31c43b8a997525ebd8fc6188fee68cb,Yvette Fisher,SPARC toolkit for proportional genetic targeting in Drosophila cells,tool,2020,SPARC; recombinase competition; sparse labeling; Drosophila genetics; cell targeting,"SPARC provides a recombinase-competition toolkit for reproducibly expressing effectors in defined proportions of post-mitotic Drosophila cells, enabling sparse calcium imaging and optogenetic manipulation in vivo.",Coauthored with Jesse Isaacman-Beck and colleagues; the primary paper lists Yvette E Fisher as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/32690967/,SPARC enables genetic manipulation of precise proportions of cells.,2026-09-05,The paper supports SPARC as a genetic toolkit for manipulating precise proportions of cells; authorship evidence lists Yvette E Fisher.,32690967,10.1038/s41593-020-0668-9,
pi_745ff874758b56fc9989570f9e4e5f2f,Christine Grienberger,NMDA-dependent multidendrite calcium spikes in CA1 bursting,discovery,2014,CA1 pyramidal neurons; NMDA receptors; calcium spikes; complex spike bursts; in vivo imaging,Whole-cell recordings and two-photon imaging in mouse CA1 showed that complex spike bursts require NMDA receptor activation and include widespread voltage-gated calcium spikes across basal and apical dendrites.,Coauthored with Christine Grienberger and colleagues; the primary paper lists Christine Grienberger as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/24560703/,NMDA receptor-dependent multidendrite Ca(2+) spikes required for hippocampal burst firing in vivo.,2026-09-05,The paper supports NMDA receptor-dependent multidendrite Ca2+ spikes required for hippocampal burst firing; authorship evidence lists Christine Grienberger.,24560703,10.1016/j.neuron.2014.01.014,
pi_745ff874758b56fc9989570f9e4e5f2f,Christine Grienberger,Conjunctive entorhinal and CA3 input drives CA1 feature selectivity,discovery,2015,CA1 place cells; entorhinal cortex; CA3 input; dendritic plateau potentials; feature selectivity,"In behaving mice, properly timed entorhinal and CA3 inputs produced dendritic plateau potentials that modulated established place fields and rapidly induced new CA1 feature selectivity.",Coauthored with Katie C Bittner and colleagues; the primary paper lists Christine Grienberger as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/26167906/,Conjunctive input processing drives feature selectivity in hippocampal CA1 neurons.,2026-09-05,The paper supports conjunctive input processing and dendritic plateau potentials in CA1 feature selectivity; authorship evidence lists Christine Grienberger.,26167906,10.1038/nn.4062,
pi_745ff874758b56fc9989570f9e4e5f2f,Christine Grienberger,Behavioral-timescale plasticity shapes CA1 learning representations,discovery,2017,behavioral time scale synaptic plasticity; CA1 place fields; entorhinal cortex layer 3; reward learning; hippocampal maps,"CA1 place fields could arise rapidly from seconds-long behavioral-timescale synaptic plasticity, and later work showed entorhinal layer 3 activity can direct reward- or cue-related CA1 over-representation during learning.",Collaborative contribution; PMID 28883072 lists Christine Grienberger as a coauthor on a team led by Katie C Bittner and colleagues; PMID 36323779 lists Christine Grienberger as a coauthor on a team led by Christine Grienberger and colleagues.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/28883072/,Behavioral time scale synaptic plasticity underlies CA1 place fields.,2026-09-05,The paper supports behavioral-time-scale synaptic plasticity as a mechanism for CA1 place fields; authorship evidence lists Christine Grienberger.,28883072,10.1126/science.aan3846,Grouped because both papers address learning-related CA1 representation changes through BTSP-related mechanisms.
pi_745ff874758b56fc9989570f9e4e5f2f,Christine Grienberger,Behavioral-timescale plasticity shapes CA1 learning representations,discovery,2017,behavioral time scale synaptic plasticity; CA1 place fields; entorhinal cortex layer 3; reward learning; hippocampal maps,"CA1 place fields could arise rapidly from seconds-long behavioral-timescale synaptic plasticity, and later work showed entorhinal layer 3 activity can direct reward- or cue-related CA1 over-representation during learning.",Collaborative contribution; PMID 28883072 lists Christine Grienberger as a coauthor on a team led by Katie C Bittner and colleagues; PMID 36323779 lists Christine Grienberger as a coauthor on a team led by Christine Grienberger and colleagues.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/36323779/,Entorhinal cortex directs learning-related changes in CA1 representations.,2026-09-05,The paper supports entorhinal cortex instructive signals directing learning-related CA1 representation changes; authorship evidence lists Christine Grienberger.,36323779,10.1038/s41586-022-05378-6,Grouped because both papers address learning-related CA1 representation changes through BTSP-related mechanisms.
pi_b15602f8e7ed510197eaa3ed8b29e794,Theanne Griffith,Merkel-cell adrenergic synapses for gentle-touch encoding,discovery,2018,Merkel cells; gentle touch; adrenergic synapse; mechanosensory afferents; beta2 receptors,"Mouse Merkel cells were shown to express presynaptic adrenergic machinery and to excite touch afferents through vesicle release and neuronal beta-2 adrenergic receptors, supporting chemical synaptic signaling in gentle touch.",Coauthored with Benjamin U Hoffman and colleagues; the primary paper lists Theanne N Griffith as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/30415995/,Merkel Cells Activate Sensory Neural Pathways through Adrenergic Synapses.,2026-09-05,The paper supports adrenergic synaptic signaling from Merkel cells to mechanosensory afferents; authorship evidence lists Theanne N Griffith.,30415995,10.1016/j.neuron.2018.10.034,
pi_b15602f8e7ed510197eaa3ed8b29e794,Theanne Griffith,Sodium-channel control of menthol-sensitive sensory-neuron excitability,discovery,2019,menthol-sensitive neurons; Vglut3-lineage DRG; TRPM8; NaV1.1; cold sensation,"Recordings from mouse Vglut3-lineage dorsal-root-ganglion neurons showed that menthol-sensitive cells have heightened excitability and rely on tetrodotoxin-sensitive sodium channels, especially NaV1.1, for action-potential firing.",Coauthored with Theanne N Griffith and colleagues; the primary paper lists Theanne N Griffith as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/31300524/,Tetrodotoxin-Sensitive Sodium Channels Mediate Action Potential Firing and Excitability in Menthol-Sensitive Vglut3-Lineage Sensory Neurons.,2026-09-05,The paper supports NaV-dependent excitability in menthol-sensitive Vglut3-lineage sensory neurons and lists Theanne N Griffith as a full-name coauthor.,31300524,10.1523/jneurosci.2817-18.2019,
pi_b15602f8e7ed510197eaa3ed8b29e794,Theanne Griffith,Distinct voltage-gated sodium-channel roles in mammalian proprioception,discovery,2022,proprioception; NaV1.1; NaV1.6; muscle stretch; motor behavior,Mouse sensory-neuron studies showed NaV1.1 is required for reliable proprioceptor firing during sustained muscle stretch and that NaV1.6 has nonredundant roles in proprioceptor structure and transmission.,Collaborative contribution; PMID 36278870 lists Theanne N Griffith as a coauthor on work by Cyrrus M Espino and colleagues; PMID 39772670 lists Theanne N Griffith as a coauthor on work by Cyrrus M Espino and colleagues.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/36278870/,Na<sub>V</sub>1.1 is essential for proprioceptive signaling and motor behaviors.,2026-09-05,The paper supports an essential NaV1.1 role in proprioceptive signaling and motor behaviors and lists Theanne N Griffith as a full-name coauthor.,36278870,10.7554/elife.79917,Grouped because both papers address voltage-gated sodium-channel mechanisms in proprioceptive signaling.
pi_b15602f8e7ed510197eaa3ed8b29e794,Theanne Griffith,Distinct voltage-gated sodium-channel roles in mammalian proprioception,discovery,2022,proprioception; NaV1.1; NaV1.6; muscle stretch; motor behavior,Mouse sensory-neuron studies showed NaV1.1 is required for reliable proprioceptor firing during sustained muscle stretch and that NaV1.6 has nonredundant roles in proprioceptor structure and transmission.,Collaborative contribution; PMID 36278870 lists Theanne N Griffith as a coauthor on work by Cyrrus M Espino and colleagues; PMID 39772670 lists Theanne N Griffith as a coauthor on work by Cyrrus M Espino and colleagues.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/39772670/,Differential encoding of mammalian proprioception by voltage-gated sodium channels.,2026-09-05,The paper supports differential NaV1.1 and NaV1.6 encoding of mammalian proprioception and lists Theanne N Griffith as a full-name coauthor.,39772670,10.1126/sciadv.ads6660,Grouped because both papers address voltage-gated sodium-channel mechanisms in proprioceptive signaling.
pi_21ab5db0f3cf5121b9028253ac1de7e1,Matthew Lovett-Barron,Dendritic inhibition gates CA1 output and fear-context learning,discovery,2014,dendritic inhibition; CA1 hippocampus; fear learning; input-output transformation; interneurons,"Studies in mouse CA1 showed that dendrite-targeting interneurons regulate pyramidal-cell input-output transformations and, during aversive stimuli, help exclude shock-related sensory input from contextual fear representations.",Collaborative contribution; PMID 22246433 lists Matthew Lovett-Barron as a coauthor on a team led by Matthew Lovett-Barron and colleagues; PMID 24558155 lists Matthew Lovett-Barron as a coauthor on a team led by Matthew Lovett-Barron and colleagues.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/22246433/,Regulation of neuronal input transformations by tunable dendritic inhibition.,2026-09-05,The paper supports dendritic inhibition as a regulator of CA1 input-output transformations; authorship evidence lists Matthew Lovett-Barron.,22246433,10.1038/nn.3024,Grouped because the papers address related CA1 dendritic-inhibition mechanisms.
pi_21ab5db0f3cf5121b9028253ac1de7e1,Matthew Lovett-Barron,Dendritic inhibition gates CA1 output and fear-context learning,discovery,2014,dendritic inhibition; CA1 hippocampus; fear learning; input-output transformation; interneurons,"Studies in mouse CA1 showed that dendrite-targeting interneurons regulate pyramidal-cell input-output transformations and, during aversive stimuli, help exclude shock-related sensory input from contextual fear representations.",Collaborative contribution; PMID 22246433 lists Matthew Lovett-Barron as a coauthor on a team led by Matthew Lovett-Barron and colleagues; PMID 24558155 lists Matthew Lovett-Barron as a coauthor on a team led by Matthew Lovett-Barron and colleagues.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/24558155/,Dendritic inhibition in the hippocampus supports fear learning.,2026-09-05,The paper supports dendritic inhibition in CA1 during aversive stimuli as necessary for fear learning; authorship evidence lists Matthew Lovett-Barron.,24558155,10.1126/science.1247485,Grouped because the papers address related CA1 dendritic-inhibition mechanisms.
pi_21ab5db0f3cf5121b9028253ac1de7e1,Matthew Lovett-Barron,Adult-born granule cells in context encoding and discrimination,discovery,2016,adult-born granule cells; dentate gyrus; context encoding; pattern separation; two-photon imaging,Two-photon imaging and optogenetic silencing in awake mice showed young adult-born dentate granule cells are active in vivo and contribute directly to context encoding and discrimination.,Coauthored with Nathan B Danielson and colleagues; the primary paper lists Matthew Lovett-Barron as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/26971949/,Distinct Contribution of Adult-Born Hippocampal Granule Cells to Context Encoding.,2026-09-05,The paper supports in vivo activity and causal involvement of adult-born granule cells in context coding; authorship evidence lists Matthew Lovett-Barron.,26971949,10.1016/j.neuron.2016.02.019,
pi_21ab5db0f3cf5121b9028253ac1de7e1,Matthew Lovett-Barron,MultiMAP screening of conserved neuromodulatory alertness systems,method,2017,MultiMAP; brain-wide imaging; neuromodulation; alertness; zebrafish and mice,"MultiMAP integrated brain-wide activity imaging, molecular phenotyping, and volume registration to identify neuromodulatory cell types linked to alertness, then compared homologous dynamics and behavioral modulation in mice.",Coauthored with Matthew Lovett-Barron and colleagues; the primary paper lists Matthew Lovett-Barron as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/29103613/,Ancestral Circuits for the Coordinated Modulation of Brain State.,2026-09-05,The paper supports the MultiMAP method and conserved neuromodulatory systems regulating alertness; authorship evidence lists Matthew Lovett-Barron.,29103613,10.1016/j.cell.2017.10.021,
pi_a19d0932a5a7547b90db303049725831,Lucas Pinto,Basal forebrain cholinergic neurons rapidly modulate visual perception,discovery,2013,basal forebrain; cholinergic neurons; visual perception; V1; optogenetics,Optogenetic activation and inactivation in awake mice showed basal forebrain cholinergic neurons bidirectionally and rapidly influence V1 activity and trial-by-trial visual discrimination performance.,Coauthored with Lucas Pinto and colleagues; the primary paper lists Lucas Pinto as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/24162654/,Fast modulation of visual perception by basal forebrain cholinergic neurons.,2026-09-05,The paper supports fast causal modulation of cortical visual processing by basal forebrain cholinergic neurons; authorship evidence lists Lucas Pinto.,24162654,10.1038/nn.3552,
pi_a19d0932a5a7547b90db303049725831,Lucas Pinto,Cell-type-specific prefrontal activity during goal-directed behavior,discovery,2015,prefrontal cortex; interneurons; pyramidal neurons; goal-directed behavior; calcium imaging,"Cellular-resolution microendoscopic imaging in behaving mice revealed that prefrontal interneuron subtypes preferentially encoded different task events, while pyramidal neurons showed more heterogeneous and layer-dependent responses.",Coauthored with Lucas Pinto and colleagues; the primary paper lists Lucas Pinto as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/26143660/,Cell-Type-Specific Activity in Prefrontal Cortex during Goal-Directed Behavior.,2026-09-05,The paper supports cell-type- and layer-specific task-related activity in mouse prefrontal cortex; authorship evidence lists Lucas Pinto.,26143660,10.1016/j.neuron.2015.06.021,
pi_a19d0932a5a7547b90db303049725831,Lucas Pinto,Task-dependent necessity and dynamics of cortical regions,discovery,2019,cortical dynamics; evidence accumulation; wide-field imaging; inactivation; recurrent networks,"Comparing related mouse tasks showed that widespread cortical areas become necessary when evidence accumulation or memory demands increase, with wide-field activity patterns and modeling linking task computation to cortical dynamics.",Coauthored with Lucas Pinto and colleagues; the primary paper lists Lucas Pinto as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/31564591/,Task-Dependent Changes in the Large-Scale Dynamics and Necessity of Cortical Regions.,2026-09-05,The paper supports task-dependent changes in cortical necessity and large-scale dynamics; authorship evidence lists Lucas Pinto.,31564591,10.1016/j.neuron.2019.08.025,
pi_ff7bc469584b5c6885d16fdc8e045e13,Sergey Stavisky,LFADS inference of single-trial neural population dynamics,method,2018,LFADS; single-trial dynamics; neural population activity; deep learning; motor cortex,"Latent factor analysis via dynamical systems used deep learning to infer single-trial firing-rate dynamics from macaque and human motor cortical spiking, improving estimates of behaviorally relevant population structure.",Coauthored with Chethan Pandarinath and colleagues; the primary paper lists Sergey D Stavisky as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/30224673/,Inferring single-trial neural population dynamics using sequential auto-encoders.,2026-09-05,The paper supports LFADS as a method for inferring single-trial neural population dynamics; authorship evidence lists Sergey D Stavisky.,30224673,10.1038/s41592-018-0109-9,
pi_ff7bc469584b5c6885d16fdc8e045e13,Sergey Stavisky,Estimating neural population dynamics without spike sorting,method,2019,multiunit threshold crossings; spike sorting; Neuropixels; population manifolds; motor cortex,"Using Neuropixels recordings and reanalysis of prior datasets, the study showed that multiunit threshold crossings can preserve low-dimensional neural population geometry and conclusions without conventional spike sorting.",Coauthored with Eric M Trautmann and colleagues; the primary paper lists Sergey D Stavisky as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/31171448/,Accurate Estimation of Neural Population Dynamics without Spike Sorting.,2026-09-05,The paper supports accurate population-dynamics estimation from unsorted multiunit signals; authorship evidence lists Sergey D Stavisky.,31171448,10.1016/j.neuron.2019.05.003,
pi_ff7bc469584b5c6885d16fdc8e045e13,Sergey Stavisky,Rapidly calibrating intracortical speech neuroprosthesis,tool,2024,speech neuroprosthesis; brain-computer interface; ALS; intracortical arrays; attempted speech,"A BrainGate clinical-team study reported that an intracortical interface decoded attempted speech for a participant with ALS after brief calibration, enabling sustained conversational text and synthesized voice output.",Coauthored with Nicholas S Card and colleagues; the primary paper lists Sergey D Stavisky as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/39141853/,An Accurate and Rapidly Calibrating Speech Neuroprosthesis.,2026-09-05,The paper supports performance of a rapidly calibrating speech neuroprosthesis and lists Sergey D Stavisky among the coauthors.,39141853,10.1056/nejmoa2314132,"Clinical system performance is attributed to the full BrainGate-associated team, not to any single coauthor."
pi_128f100c7e92523d951f853847539ad3,Alex Williams,Tensor component analysis for demixed neural dynamics,method,2018,tensor component analysis; low-dimensional dynamics; single-trial neural data; learning; neural populations,"Tensor component analysis extracted neuron, within-trial temporal, and across-trial factors from large-scale recordings, revealing interpretable low-dimensional neural dynamics across learning and cognitive-state changes.",Coauthored with Alex H Williams and colleagues; the primary paper lists Alex H Williams as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/29887338/,"Unsupervised Discovery of Demixed, Low-Dimensional Neural Dynamics across Multiple Timescales through Tensor Component Analysis.",2026-09-05,The paper supports TCA for demixing neural dynamics across timescales and lists Alex H Williams as a full-name coauthor.,29887338,10.1016/j.neuron.2018.05.015,
pi_128f100c7e92523d951f853847539ad3,Alex Williams,Unsupervised sequence discovery and interpretable time-warping tools,method,2019,seqNMF; time warping; temporal sequences; large-scale recordings; unsupervised methods,Related methods introduced seqNMF for extracting nonredundant temporal sequences and an interpretable time-warping framework for revealing precise spike-time patterns despite trial-to-trial temporal variability.,Collaborative contribution; PMID 30719973 lists Alex H Williams as a coauthor on work by Emily L Mackevicius and colleagues; PMID 31786013 lists Alex H Williams as a coauthor on work by Alex H Williams and colleagues.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/30719973/,"Unsupervised discovery of temporal sequences in high-dimensional datasets, with applications to neuroscience.",2026-09-05,The paper supports seqNMF for unsupervised discovery of temporal sequences in high-dimensional neural datasets and lists Alex H Williams as a full-name coauthor.,30719973,10.7554/elife.38471,Grouped because both sources provide unsupervised temporal-structure methods for neural data.
pi_128f100c7e92523d951f853847539ad3,Alex Williams,Unsupervised sequence discovery and interpretable time-warping tools,method,2019,seqNMF; time warping; temporal sequences; large-scale recordings; unsupervised methods,Related methods introduced seqNMF for extracting nonredundant temporal sequences and an interpretable time-warping framework for revealing precise spike-time patterns despite trial-to-trial temporal variability.,Collaborative contribution; PMID 30719973 lists Alex H Williams as a coauthor on work by Emily L Mackevicius and colleagues; PMID 31786013 lists Alex H Williams as a coauthor on work by Alex H Williams and colleagues.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/31786013/,Discovering Precise Temporal Patterns in Large-Scale Neural Recordings through Robust and Interpretable Time Warping.,2026-09-05,The paper supports robust interpretable time warping for large-scale neural recordings and lists Alex H Williams as a full-name coauthor.,31786013,10.1016/j.neuron.2019.10.020,Grouped because both sources provide unsupervised temporal-structure methods for neural data.
pi_128f100c7e92523d951f853847539ad3,Alex Williams,Recurrent-network model of navigation and context remapping,method,2023,recurrent neural networks; navigation; context inference; remapping; entorhinal cortex,"A recurrent neural-network model trained for simultaneous navigation and latent-state inference reproduced aligned remapping-like manifolds, offering a computational account of stable spatial coding across context changes.",Coauthored with Isabel I.C. Low and Lisa M. Giocomo; Europe PMC/eLife metadata list Alex H. Williams as a coauthor.,source-backed,career-wide,https://elifesciences.org/articles/86943,Remapping in a recurrent neural network model of navigation and context inference.,2026-09-05,"Europe PMC/eLife metadata identify Low, Giocomo, and Alex H Williams on a 2023 research article modeling navigation and context remapping.",37410093,10.7554/elife.86943,
pi_94b3f1f18a09516084e87aeec1750927,Monica Dus,Dietary sugar weakens satiation through central sweet-taste processing,discovery,2020,high-sugar diet; sweet taste; satiation; PAM dopaminergic neurons; Drosophila feeding,"In Drosophila, high-sugar diet reduced and delayed sweet-evoked responses in PAM-beta-prime-2 dopaminergic neurons; closed-loop activation of these neurons restored normal eating in high-sucrose-fed animals.",Coauthored with Christina E May and colleagues; the primary paper lists Monica Dus as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/32539934/,Dietary sugar inhibits satiation by decreasing the central processing of sweet taste.,2026-09-05,The paper supports diet-dependent changes in sweet-taste processing and feeding control; authorship evidence lists Monica Dus.,32539934,10.7554/elife.54530,
pi_94b3f1f18a09516084e87aeec1750927,Monica Dus,Nutrigenomic chromatin control of taste-neuron plasticity,discovery,2023,nutrigenomics; O-GlcNAc transferase; chromatin accessibility; gustatory neurons; high-sugar diet,"The study showed that OGT, MAPK/ERK signaling, and PRC2.1 act on chromatin in Drosophila gustatory neurons to integrate nutritional and activity information and reshape sweetness sensing after high-sugar diet.",Coauthored with Hayeon Sung and colleagues; the primary paper lists Monica Dus as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/36951889/,Nutrigenomic regulation of sensory plasticity.,2026-09-05,The paper supports nutrigenomic regulation of sensory plasticity in fly gustatory neurons; authorship evidence lists Monica Dus.,36951889,10.7554/elife.83979,
pi_94b3f1f18a09516084e87aeec1750927,Monica Dus,m6A methylation promotes insulin mRNA translation,discovery,2023,m6A RNA methylation; insulin mRNA; translation; energy homeostasis; Drosophila,"Across animal insulin transcripts, m6A modification promoted insulin mRNA association with polysomes; disrupting fly dilp2 methylation or the Mettl3 writer reduced insulin protein and disturbed energy homeostasis.",Coauthored with Daniel Wilinski and colleagues; the primary paper lists Monica Dus as a coauthor.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/37488356/,N 6 -adenosine methylation controls the translation of insulin mRNA.,2026-09-05,The paper supports m6A-dependent control of insulin mRNA translation and metabolic phenotypes; authorship evidence lists Monica Dus.,37488356,10.1038/s41594-023-01048-x,
